Price,Close,High,Low,Open,Volume
Ticker,BTC-USD,BTC-USD,BTC-USD,BTC-USD,BTC-USD
Datetime,,,,,
2024-12-13 07:00:00,99670.2265625,99724.96875,99556.109375,99724.96875,279396352
2024-12-13 07:15:00,99796.53125,99902.5859375,99712.4375,99712.4375,207503360
2024-12-13 07:30:00,100042.4296875,100079.5078125,99784.953125,99784.953125,141361152
2024-12-13 07:45:00,100239.6640625,100239.6640625,100062.9296875,100062.9296875,368046080
2024-12-13 08:00:00,100051.5703125,100174.0703125,99988.9140625,100171.4765625,262307840
2024-12-13 08:15:00,100258.09375,100258.09375,99999.625,99999.625,36069376
2024-12-13 08:30:00,100207.6640625,100358.5859375,100207.6640625,100331.453125,6004736
2024-12-13 08:45:00,100261.9375,100273.875,100214.0078125,100214.0078125,0
2024-12-13 09:00:00,100114.484375,100326.8984375,100114.484375,100268.2578125,7249920
2024-12-13 09:15:00,100096.7109375,100143.140625,100031.1328125,100096.7421875,13901824
2024-12-13 09:30:00,100025.59375,100092.96875,99929.96875,100092.96875,13410304
2024-12-13 09:45:00,100134.34375,100169.5390625,100058.96875,100058.96875,0
2024-12-13 10:00:00,100141.78125,100148.8359375,100102.421875,100132.8203125,0
2024-12-13 10:15:00,99971.46875,100152.296875,99953.890625,100149.5234375,0
2024-12-13 10:30:00,100294.84375,100294.84375,99998.0859375,99998.0859375,63778816
2024-12-13 10:45:00,100528.28125,100528.28125,100302.453125,100312.859375,300711936
2024-12-13 11:00:00,100478.0,100489.484375,100385.1171875,100489.484375,0
2024-12-13 11:15:00,100595.15625,100640.859375,100455.6796875,100489.953125,12918784
2024-12-13 11:30:00,100412.3203125,100598.4765625,100386.6953125,100598.4765625,110608384
2024-12-13 11:45:00,100439.921875,100463.1328125,100345.703125,100418.875,0
2024-12-13 12:00:00,100350.765625,100445.375,100350.765625,100378.1484375,3878912
2024-12-13 12:15:00,100361.109375,100409.6015625,100311.6953125,100311.6953125,19578880
2024-12-13 12:30:00,100231.421875,100348.4921875,100145.6484375,100348.4921875,0
2024-12-13 12:45:00,100237.359375,100266.296875,100208.015625,100223.34375,0
2024-12-13 13:00:00,100184.5390625,100287.59375,100149.8515625,100275.8203125,0
2024-12-13 13:15:00,100116.5390625,100180.09375,100047.40625,100180.09375,0
2024-12-13 13:30:00,100111.7109375,100147.21875,99984.9453125,100118.8828125,0
2024-12-13 13:45:00,100292.15625,100461.7265625,100213.71875,100224.984375,0
2024-12-13 14:00:00,100378.171875,100406.6484375,100234.8359375,100282.0078125,0
2024-12-13 14:15:00,100385.890625,100463.53125,100357.5703125,100413.3125,0
2024-12-13 14:30:00,100832.671875,100832.671875,100342.7578125,100342.7578125,0
2024-12-13 14:45:00,100988.421875,100999.6640625,100677.7890625,100891.453125,0
2024-12-13 15:00:00,101233.6640625,101233.6640625,100797.0078125,101044.5625,0
2024-12-13 15:15:00,101238.8671875,101365.0,101189.328125,101273.015625,3182592
2024-12-13 15:30:00,100818.90625,101368.28125,100818.90625,101179.6953125,21393408
2024-12-13 15:45:00,99829.96875,100805.5078125,99825.9140625,100805.5078125,221679616
2024-12-13 16:00:00,100211.3515625,100211.3515625,99893.921875,99893.921875,0
2024-12-13 16:15:00,100298.09375,100332.2890625,100076.21875,100105.40625,22237184
2024-12-13 16:30:00,100922.4453125,100922.4453125,100222.65625,100222.65625,112095232
2024-12-13 16:45:00,100872.5703125,101218.7109375,100832.2265625,100907.9453125,174776320
2024-12-13 17:00:00,101114.140625,101114.140625,100794.734375,100977.453125,28004352
2024-12-13 17:15:00,101241.0234375,101303.0078125,101055.9140625,101102.921875,80986112
2024-12-13 17:30:00,101545.390625,101545.390625,101079.9765625,101266.734375,209985536
2024-12-13 17:45:00,101747.4921875,101769.6484375,101400.671875,101519.8671875,517181440
2024-12-13 18:00:00,101617.28125,101785.40625,101615.125,101769.1953125,331964416
2024-12-13 18:15:00,101688.40625,101688.40625,101335.1640625,101609.09375,447332352
2024-12-13 18:30:00,101812.7265625,101861.1640625,101677.5,101693.9375,206835712
2024-12-13 18:45:00,101558.9375,101796.7890625,101558.390625,101796.7890625,53215232
2024-12-13 19:00:00,101364.625,101515.1875,101364.625,101515.1875,0
2024-12-13 19:15:00,101270.5390625,101521.0390625,101270.5390625,101345.5,0
2024-12-13 19:30:00,101258.015625,101341.640625,101229.0703125,101284.734375,0
2024-12-13 19:45:00,101535.578125,101586.8515625,101264.25,101264.25,0
2024-12-13 20:00:00,101404.015625,101523.453125,101294.15625,101523.453125,63004672
2024-12-13 20:15:00,101694.28125,101694.28125,101387.6171875,101387.6171875,0
2024-12-13 20:30:00,101817.5390625,101817.5390625,101683.0234375,101706.6796875,7004160
2024-12-13 20:45:00,101673.34375,101864.828125,101574.53125,101859.2421875,0
2024-12-13 21:00:00,101536.1171875,101703.703125,101536.1171875,101703.703125,0
2024-12-13 21:15:00,101306.796875,101544.3671875,101306.796875,101544.3671875,0
2024-12-13 21:30:00,101428.1015625,101445.65625,101297.5625,101297.5625,9625600
2024-12-13 21:45:00,101414.6484375,101476.5859375,101414.5234375,101472.03125,0
2024-12-13 22:00:00,101239.6796875,101408.921875,101152.734375,101329.5546875,0
2024-12-13 22:15:00,101155.90625,101242.0546875,101138.890625,101228.0390625,0
2024-12-13 22:30:00,101347.015625,101347.015625,101138.0390625,101155.3515625,0
2024-12-13 22:45:00,101312.90625,101391.7109375,101259.5703125,101366.203125,0
2024-12-13 23:00:00,101262.078125,101298.4375,101239.4765625,101273.1875,0
2024-12-13 23:15:00,101156.390625,101236.1171875,101156.390625,101236.1171875,0
2024-12-13 23:30:00,101247.2109375,101252.375,101145.140625,101145.140625,14344192
2024-12-13 23:45:00,101453.8203125,101453.8203125,101242.9609375,101245.7265625,124497920
2024-12-14 00:00:00,101354.2578125,101447.0390625,101354.2578125,101434.6171875,16891904
2024-12-14 00:15:00,101450.53125,101489.3984375,101338.2109375,101344.0234375,0
2024-12-14 00:30:00,101255.7890625,101390.046875,101245.7734375,101390.046875,7860224
2024-12-14 00:45:00,101250.6953125,101266.4375,101158.0,101262.875,12427264
2024-12-14 01:00:00,101903.4375,102032.2890625,101296.609375,101296.609375,890781696
2024-12-14 01:15:00,102602.75,102602.75,101924.90625,101924.90625,588152832
2024-12-14 01:30:00,102101.7734375,102577.7890625,102101.7734375,102577.7890625,595718144
2024-12-14 01:45:00,102189.34375,102255.140625,102037.421875,102102.03125,85405696
2024-12-14 02:00:00,101768.1328125,102159.859375,101768.1328125,102159.859375,77127680
2024-12-14 02:15:00,101764.75,101838.28125,101724.4296875,101783.4375,73928704
2024-12-14 02:30:00,102223.234375,102223.234375,101815.5390625,101815.5390625,237568
2024-12-14 02:45:00,102013.28125,102170.9453125,102010.203125,102170.9453125,4571136
2024-12-14 03:00:00,102125.1953125,102127.140625,102053.3515625,102054.234375,0
2024-12-14 03:15:00,102203.2109375,102215.703125,102121.890625,102149.4921875,9916416
2024-12-14 03:30:00,102274.8046875,102294.984375,102180.375,102202.875,6340608
2024-12-14 03:45:00,102116.703125,102282.2578125,102070.9765625,102282.2578125,21532672
2024-12-14 04:00:00,101883.0703125,102127.5859375,101883.0703125,102086.7578125,21610496
2024-12-14 04:15:00,101828.6484375,101963.84375,101823.1015625,101826.5,56754176
2024-12-14 04:30:00,101671.4921875,101839.765625,101645.609375,101804.1328125,6107136
2024-12-14 04:45:00,101701.8046875,101717.3203125,101625.25,101662.5078125,82313216
2024-12-14 05:00:00,101739.2265625,101739.2265625,101667.859375,101694.0625,11223040
2024-12-14 05:15:00,101739.703125,101789.2578125,101716.890625,101738.3046875,48726016
2024-12-14 05:30:00,101709.609375,101785.0625,101709.609375,101784.515625,101851136
2024-12-14 05:45:00,101694.296875,101762.7109375,101694.296875,101715.171875,0
2024-12-14 06:00:00,101858.921875,101858.921875,101694.2578125,101701.5859375,8691712
2024-12-14 06:15:00,101956.40625,101956.40625,101846.8984375,101846.8984375,32710656
2024-12-14 06:30:00,101809.8125,101986.6875,101809.8125,101979.71875,66236416
2024-12-14 06:45:00,101900.9375,101956.9375,101777.734375,101777.734375,201039872
2024-12-14 07:00:00,101727.28125,101910.4296875,101727.28125,101898.984375,0
2024-12-14 07:15:00,101666.1171875,101772.3671875,101666.1171875,101737.0859375,0
2024-12-14 07:30:00,101767.3203125,101767.3203125,101656.4375,101656.4375,163913728
2024-12-14 07:45:00,101858.4296875,101876.03125,101746.9453125,101750.046875,0
2024-12-14 08:00:00,101723.8359375,101840.8984375,101723.8359375,101813.1953125,0
2024-12-14 08:15:00,101735.0546875,101735.0546875,101682.1953125,101694.59375,0
2024-12-14 08:30:00,101779.4609375,101779.4609375,101628.6328125,101739.8203125,22732800
2024-12-14 08:45:00,101819.3203125,101825.8046875,101771.8359375,101788.109375,589824
2024-12-14 09:00:00,101605.71875,101791.03125,101605.71875,101791.03125,0
2024-12-14 09:15:00,101612.734375,101652.0078125,101587.6015625,101587.6015625,0
2024-12-14 09:30:00,101604.2421875,101634.015625,101490.75,101617.3671875,0
2024-12-14 09:45:00,101550.1015625,101633.765625,101532.7890625,101623.1484375,50368512
2024-12-14 10:00:00,101394.0546875,101537.328125,101382.953125,101537.328125,79454208
2024-12-14 10:15:00,101420.109375,101420.109375,101342.5546875,101367.9140625,90132480
2024-12-14 10:30:00,101482.046875,101515.6796875,101425.8984375,101425.8984375,0
2024-12-14 10:45:00,101542.6171875,101580.6640625,101536.421875,101536.421875,0
2024-12-14 11:00:00,101501.4765625,101562.1875,101477.6015625,101537.4375,0
2024-12-14 11:15:00,101609.0234375,101609.28125,101477.2890625,101501.0703125,0
2024-12-14 11:30:00,101620.5703125,101635.1953125,101574.171875,101603.375,0
2024-12-14 11:45:00,101573.109375,101679.9765625,101573.109375,101643.4140625,0
2024-12-14 12:00:00,101445.046875,101610.6875,101443.3046875,101556.6875,0
2024-12-14 12:15:00,101453.6640625,101559.34375,101453.6640625,101473.1015625,21753856
2024-12-14 12:30:00,101358.6328125,101431.359375,101329.59375,101431.359375,102391808
2024-12-14 12:45:00,101277.4375,101404.7578125,101268.2265625,101404.7578125,90705920
2024-12-14 13:00:00,101278.03125,101383.4921875,101263.390625,101291.3828125,61063168
2024-12-14 13:15:00,100982.4609375,101253.1328125,100859.5546875,101218.90625,289144832
2024-12-14 13:30:00,101230.7265625,101230.984375,101027.3828125,101060.4296875,413581312
2024-12-14 13:45:00,101144.1875,101256.34375,101110.5,101256.34375,84115456
2024-12-14 14:00:00,101288.7265625,101355.1875,101162.1171875,101162.1171875,28811264
2024-12-14 14:15:00,101305.625,101432.1640625,101305.625,101399.7421875,0
2024-12-14 14:30:00,101434.453125,101447.078125,101310.2421875,101319.2578125,0
2024-12-14 14:45:00,101437.203125,101485.4296875,101429.609375,101429.609375,0
2024-12-14 15:00:00,101565.8125,101568.421875,101358.0703125,101416.171875,0
2024-12-14 15:15:00,101609.453125,101662.765625,101528.90625,101581.0703125,0
2024-12-14 15:30:00,101648.6015625,101706.484375,101574.6875,101578.5,0
2024-12-14 15:45:00,101604.9296875,101621.8984375,101538.453125,101621.8984375,0
2024-12-14 16:00:00,101456.8359375,101610.8828125,101456.8359375,101610.8828125,0
2024-12-14 16:15:00,101486.5390625,101574.4453125,101422.9921875,101450.0390625,0
2024-12-14 16:30:00,101486.4453125,101489.9296875,101446.671875,101446.671875,0
2024-12-14 16:45:00,101609.359375,101609.359375,101478.0703125,101478.0703125,0
2024-12-14 17:00:00,101683.8984375,101683.8984375,101611.0859375,101624.546875,0
2024-12-14 17:15:00,101360.546875,101600.234375,101316.5078125,101600.234375,0
2024-12-14 17:30:00,101040.265625,101251.8984375,101040.265625,101238.6953125,0
2024-12-14 17:45:00,100971.7109375,101132.0234375,100915.6796875,101046.296875,0
2024-12-14 18:00:00,100917.4765625,101103.515625,100917.4765625,100988.875,0
2024-12-14 18:15:00,101030.2109375,101120.7109375,100931.828125,100942.96875,0
2024-12-14 18:30:00,100900.71875,101010.234375,100894.7109375,100954.1875,0
2024-12-14 18:45:00,100881.71875,100958.7265625,100837.2421875,100912.609375,0
2024-12-14 19:00:00,101004.6015625,101144.015625,100874.78125,100874.78125,0
2024-12-14 19:15:00,101074.0625,101074.0625,100945.953125,100967.1796875,0
2024-12-14 19:30:00,101265.9140625,101300.6640625,101171.75,101171.75,0
2024-12-14 19:45:00,101299.34375,101312.3828125,101274.4375,101274.4375,0
2024-12-14 20:00:00,101286.046875,101386.3671875,101286.046875,101315.875,0
2024-12-14 20:15:00,101171.109375,101265.7109375,101067.453125,101265.7109375,0
2024-12-14 20:30:00,100874.3359375,101166.3359375,100866.734375,101166.3359375,0
2024-12-14 20:45:00,100705.8359375,100933.0234375,100664.5390625,100879.84375,56094720
2024-12-14 21:00:00,101065.6953125,101065.6953125,100736.875,100736.875,189341696
2024-12-14 21:15:00,101151.6484375,101151.6484375,101071.71875,101099.5859375,68349952
2024-12-14 21:30:00,101101.2109375,101120.9609375,101074.5703125,101120.9609375,0
2024-12-14 21:45:00,101064.0546875,101124.625,101056.4296875,101103.8515625,0
2024-12-14 22:00:00,100983.59375,101114.4921875,100983.59375,101071.6953125,0
2024-12-14 22:15:00,101135.8515625,101135.8515625,100891.4765625,100891.4765625,0
2024-12-14 22:30:00,101207.4140625,101207.4140625,101039.140625,101138.515625,25329664
2024-12-14 22:45:00,101145.03125,101193.1953125,101131.3046875,101171.1171875,22585344
2024-12-14 23:00:00,101202.359375,101202.359375,101043.1484375,101121.484375,21041152
2024-12-14 23:15:00,101317.703125,101317.703125,101202.59375,101202.59375,143626240
2024-12-14 23:30:00,101417.3984375,101425.4296875,101310.28125,101310.28125,37396480
2024-12-14 23:45:00,101373.125,101425.4453125,101338.4765625,101418.7421875,0
2024-12-15 00:00:00,101453.625,101475.9609375,101355.4296875,101393.6796875,0
2024-12-15 00:15:00,101484.734375,101511.328125,101411.828125,101469.421875,43577344
2024-12-15 00:30:00,101337.34375,101512.9765625,101227.953125,101512.9765625,28672
2024-12-15 00:45:00,101416.4921875,101416.4921875,101301.03125,101332.328125,28483584
2024-12-15 01:00:00,101459.796875,101459.796875,101413.109375,101414.109375,0
2024-12-15 01:15:00,101532.890625,101578.0390625,101466.4453125,101466.4453125,0
2024-12-15 01:30:00,101736.1953125,101736.1953125,101519.734375,101568.4140625,0
2024-12-15 01:45:00,102096.84375,102124.21875,101803.2109375,101803.2109375,275542016
2024-12-15 02:00:00,101958.0078125,102097.3203125,101901.5078125,102097.3203125,17461248
2024-12-15 02:15:00,101873.6328125,101946.4609375,101855.7421875,101925.9296875,0
2024-12-15 02:30:00,101766.671875,101925.4921875,101746.921875,101881.421875,0
2024-12-15 02:45:00,101820.15625,101855.6328125,101758.1328125,101769.5625,19238912
2024-12-15 03:00:00,101886.578125,101886.578125,101781.90625,101794.4375,0
2024-12-15 03:15:00,101764.875,101889.9765625,101764.875,101879.75,0
2024-12-15 03:30:00,101735.6484375,101767.328125,101705.8046875,101767.328125,0
2024-12-15 03:45:00,101733.4765625,101783.8984375,101731.4296875,101760.0546875,5894209536
2024-12-15 04:00:00,101927.75,101927.75,101697.9375,101697.9375,0
2024-12-15 04:15:00,102595.328125,102731.3046875,102065.625,102065.625,1031168000
2024-12-15 04:30:00,102166.6796875,102610.328125,102166.6796875,102610.328125,564846592
2024-12-15 04:45:00,102280.8828125,102280.8828125,102163.15625,102198.8046875,174235648
2024-12-15 05:00:00,102253.8203125,102394.8828125,102250.8203125,102323.375,130396160
2024-12-15 05:15:00,102405.296875,102429.8125,102227.328125,102227.328125,94146560
2024-12-15 05:30:00,102283.484375,102422.28125,102280.4375,102405.7421875,56860672
2024-12-15 05:45:00,102122.40625,102284.453125,102077.5390625,102284.453125,29843456
2024-12-15 06:00:00,102033.421875,102120.6171875,102033.421875,102113.9140625,32018432
2024-12-15 06:15:00,101992.921875,102071.2578125,101989.6328125,101996.9296875,42377216
2024-12-15 06:30:00,101902.828125,102072.4765625,101901.3828125,102001.4375,49111040
2024-12-15 06:45:00,101759.6484375,101935.7578125,101758.3125,101893.0390625,0
2024-12-15 07:00:00,101715.4296875,101815.0546875,101714.046875,101753.9140625,2650112
2024-12-15 07:15:00,101832.1328125,101877.3828125,101761.0703125,101761.0703125,73355264
2024-12-15 07:30:00,101587.78125,101866.3984375,101587.78125,101866.3984375,0
2024-12-15 07:45:00,101703.4609375,101703.4609375,101539.265625,101539.265625,129380352
2024-12-15 08:00:00,101745.25,101745.25,101621.828125,101718.0390625,89497600
2024-12-15 08:15:00,101741.9140625,101786.390625,101736.8828125,101737.7890625,83574784
2024-12-15 08:30:00,101892.71875,101892.71875,101740.171875,101756.09375,23203840
2024-12-15 08:45:00,101955.5390625,101969.0234375,101884.71875,101884.71875,38449152
2024-12-15 09:00:00,102080.96875,102105.859375,101927.6640625,101971.0546875,49123328
2024-12-15 09:15:00,102006.0625,102040.0546875,101959.6953125,102008.828125,70455296
2024-12-15 09:30:00,102081.0859375,102082.3046875,101989.3671875,101995.8828125,44945408
2024-12-15 09:45:00,102196.34375,102197.859375,102122.78125,102168.0078125,73998336
2024-12-15 10:00:00,102315.765625,102384.3359375,102194.890625,102194.890625,15822848
2024-12-15 10:15:00,102205.375,102380.3046875,102205.375,102322.875,7716864
2024-12-15 10:30:00,102205.5703125,102214.75,102145.40625,102204.59375,13680640
2024-12-15 10:45:00,102278.9296875,102293.203125,102206.2421875,102206.2421875,50483200
2024-12-15 11:00:00,102251.5390625,102253.4140625,102209.59375,102253.4140625,13856768
2024-12-15 11:15:00,102439.3984375,102439.3984375,102333.921875,102359.015625,166289408
2024-12-15 11:30:00,102482.1953125,102482.1953125,102320.7421875,102386.9765625,59633664
2024-12-15 11:45:00,102617.5390625,102617.5390625,102490.8359375,102505.5078125,406757376
2024-12-15 12:00:00,102742.71875,102905.8203125,102632.953125,102632.953125,656437248
2024-12-15 12:15:00,102763.6796875,102860.6015625,102532.078125,102532.078125,583532544
2024-12-15 12:30:00,103152.765625,103152.765625,102683.4140625,102683.4140625,639086592
2024-12-15 12:45:00,102895.6171875,103234.046875,102870.828125,103234.046875,813686784
2024-12-15 13:00:00,102769.5234375,102887.7578125,102642.40625,102887.7578125,269266944
2024-12-15 13:15:00,102685.03125,102764.71875,102563.59375,102764.71875,0
2024-12-15 13:30:00,102567.8125,102567.8125,102441.53125,102517.2578125,0
2024-12-15 13:45:00,102777.7890625,102840.171875,102582.0390625,102582.0390625,154218496
2024-12-15 14:00:00,102911.8125,102911.8125,102686.2734375,102750.9921875,70832128
2024-12-15 14:15:00,102808.0859375,102993.8828125,102808.0859375,102870.3125,242585600
2024-12-15 14:30:00,102755.5,102839.0703125,102623.5703125,102839.0703125,361140224
2024-12-15 14:45:00,102919.4765625,102919.4765625,102708.4609375,102761.3671875,120987648
2024-12-15 15:00:00,102742.3125,102951.265625,102742.3125,102930.90625,252735488
2024-12-15 15:15:00,102874.0703125,102921.6171875,102747.6796875,102747.6796875,123604992
2024-12-15 15:30:00,102811.7734375,102907.9140625,102811.7734375,102863.296875,72896512
2024-12-15 15:45:00,102737.53125,102858.5546875,102737.53125,102797.5234375,102084608
2024-12-15 16:00:00,102810.453125,102810.453125,102579.9609375,102679.0859375,138022912
2024-12-15 16:15:00,103128.53125,103128.53125,102866.0859375,102866.0859375,128106496
2024-12-15 16:30:00,103116.96875,103354.046875,102984.734375,103083.3515625,608366592
2024-12-15 16:45:00,102992.4609375,103092.0859375,102982.9765625,103079.546875,300986368
2024-12-15 17:00:00,103108.78125,103108.78125,102968.390625,103065.328125,130457600
2024-12-15 17:15:00,102985.9453125,103103.8046875,102984.7265625,103103.8046875,0
2024-12-15 17:30:00,103266.9140625,103266.9140625,102973.96875,102980.1875,0
2024-12-15 17:45:00,103108.046875,103271.2734375,103045.96875,103261.9921875,30674944
2024-12-15 18:00:00,102992.0234375,103200.3125,102992.0234375,103114.90625,0
2024-12-15 18:15:00,103107.5859375,103110.140625,102979.953125,103007.1875,0
2024-12-15 18:30:00,103188.71875,103280.421875,103108.0703125,103138.3125,0
2024-12-15 18:45:00,103142.1484375,103207.859375,103124.6484375,103202.171875,0
2024-12-15 19:00:00,103162.28125,103322.3671875,103144.65625,103144.65625,92499968
2024-12-15 19:15:00,103341.359375,103366.15625,103244.671875,103244.671875,18993152
2024-12-15 19:30:00,103190.9921875,103319.9609375,103164.9140625,103296.7734375,0
2024-12-15 19:45:00,103219.859375,103254.6640625,103151.296875,103172.8203125,21098496
2024-12-15 20:00:00,103161.3359375,103236.2109375,103119.9765625,103212.765625,0
2024-12-15 20:15:00,103206.296875,103342.1953125,103162.390625,103162.390625,70606848
2024-12-15 20:30:00,103143.390625,103207.8125,103143.390625,103207.8125,0
2024-12-15 20:45:00,103095.0625,103139.9140625,103095.0625,103113.8671875,0
2024-12-15 21:00:00,103039.3984375,103125.9765625,102995.6328125,103099.484375,0
2024-12-15 21:15:00,102765.265625,102984.46875,102684.921875,102984.46875,200089600
2024-12-15 21:30:00,103053.2578125,103053.2578125,102677.109375,102677.109375,492122112
2024-12-15 21:45:00,102831.0859375,103021.328125,102765.2890625,103021.328125,244355072
2024-12-15 22:00:00,102799.921875,102811.59375,102640.2265625,102811.59375,271237120
2024-12-15 22:15:00,103200.46875,103316.7578125,102878.3671875,102878.3671875,499130368
2024-12-15 22:30:00,103190.90625,103280.5546875,103064.75,103158.8984375,197058560
2024-12-15 22:45:00,103250.234375,103270.890625,103131.734375,103191.3984375,115843072
2024-12-15 23:00:00,103598.2734375,103788.2734375,103247.34375,103247.34375,962887680
2024-12-15 23:15:00,104742.421875,104971.7265625,103655.8046875,103655.8046875,2596397056
2024-12-15 23:30:00,104660.171875,104847.203125,104493.7890625,104760.7109375,2181840896
2024-12-15 23:45:00,104255.5703125,104802.3203125,104255.5703125,104658.9453125,740495360
2024-12-16 00:00:00,104454.8828125,104674.1484375,104313.3984375,104447.6640625,890056704
2024-12-16 00:15:00,105075.7734375,105075.7734375,104460.1640625,104460.1640625,836091904
2024-12-16 00:30:00,106012.109375,106408.8828125,105217.1015625,105217.1015625,3221123072
2024-12-16 00:45:00,105334.125,105861.8125,105334.125,105861.8125,1715687424
2024-12-16 01:00:00,105031.234375,105438.625,105002.6953125,105405.1328125,934088704
2024-12-16 01:15:00,105039.09375,105419.203125,104938.1328125,105172.21875,1061736448
2024-12-16 01:30:00,105188.609375,105305.2265625,105034.0078125,105034.0078125,194781184
2024-12-16 01:45:00,105451.3828125,105467.1640625,105131.7578125,105138.0,0
2024-12-16 02:00:00,105065.9921875,105487.2734375,105065.9921875,105482.375,240680960
2024-12-16 02:15:00,104515.609375,105030.4765625,104515.609375,105030.4765625,514109440
2024-12-16 02:30:00,104627.1796875,104736.046875,104517.3671875,104517.3671875,506458112
2024-12-16 02:45:00,104547.0078125,104615.4921875,104466.546875,104525.8203125,639389696
2024-12-16 03:00:00,104595.6875,104732.5703125,104500.0234375,104525.53125,388542464
2024-12-16 03:15:00,104836.8359375,104913.2421875,104615.6171875,104881.46875,721203200
2024-12-16 03:30:00,104667.8359375,104950.875,104627.1796875,104862.140625,403177472
2024-12-16 03:45:00,104537.1875,104641.5078125,104311.125,104641.5078125,494886912
2024-12-16 04:00:00,104613.046875,104613.046875,104453.6328125,104537.8984375,225353728
2024-12-16 04:15:00,104549.0625,104658.84375,104549.0625,104608.7109375,0
2024-12-16 04:30:00,104495.703125,104703.203125,104495.703125,104575.4765625,0
2024-12-16 04:45:00,104601.71875,104654.5546875,104512.6328125,104531.984375,78446592
2024-12-16 05:00:00,104614.6953125,104652.4296875,104526.046875,104634.2421875,4276224
2024-12-16 05:15:00,104723.109375,104779.03125,104653.5390625,104653.5390625,120840192
2024-12-16 05:30:00,104977.0625,104977.0625,104774.1796875,104777.078125,145977344
2024-12-16 05:45:00,104956.609375,105026.421875,104928.359375,104966.78125,241160192
2024-12-16 06:00:00,105085.6640625,105136.421875,104981.6640625,104998.9765625,81780736
2024-12-16 06:15:00,105080.8671875,105176.609375,105080.8671875,105106.1640625,421249024
2024-12-16 06:30:00,105181.109375,105268.8828125,105058.4609375,105058.4609375,388419584
2024-12-16 06:45:00,105058.6875,105172.3125,104973.3359375,105172.3125,127721472
2024-12-16 07:00:00,105212.2734375,105212.2734375,105039.7265625,105074.3515625,30060544
2024-12-16 07:15:00,105204.765625,105321.7421875,105204.765625,105231.4453125,308105216
2024-12-16 07:30:00,105093.40625,105188.265625,105073.625,105181.03125,0
2024-12-16 07:45:00,104953.828125,105135.1796875,104920.6015625,105102.1484375,50638848
2024-12-16 08:00:00,104801.3359375,104958.6015625,104709.1953125,104958.6015625,89440256
2024-12-16 08:15:00,104745.3984375,104942.5703125,104647.9296875,104773.4921875,271417344
2024-12-16 08:30:00,104670.8828125,104785.1796875,104670.8828125,104730.9140625,152428544
2024-12-16 08:45:00,104525.8984375,104695.015625,104467.1484375,104695.015625,206077952
2024-12-16 09:00:00,104517.25,104679.59375,104496.5390625,104509.0078125,260747264
2024-12-16 09:15:00,104672.4609375,104703.25,104488.75,104500.828125,270876672
2024-12-16 09:30:00,104791.546875,104872.4296875,104706.703125,104706.703125,297627648
2024-12-16 09:45:00,104695.8359375,104812.828125,104695.8359375,104812.828125,95412224
